,MOF,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_15,Ar_293_1,Ar_293_5
231,APEBII_clean,0.0409010206,0.1791402784,0.3148716434,0.9027110488,5.8085285748,1.3427566137,3.3652292037
232,APEBOO_clean,0.0742716249,0.3134638817,0.5398985589,1.6715635064,8.7283028367,2.6353532272,6.0584703903
233,APEBUU_clean,0.0029959529,0.0147445097,0.0290426027,0.1421745445,1.9521679873,0.27072133,1.011804425
234,APETAS_clean,0.0016214421,0.0080353292,0.0164228779,0.0808318173,1.279164844,0.1548975281,0.6238054511
235,APUPEH_clean,0.003126774,0.0169695794,0.0347284415,0.1730654242,4.6509195104,0.3446534729,1.6552372618
236,AQAJEI_clean,0.0066163101,0.0327950385,0.0665026715,0.3172344741,3.6645586,0.5878753394,2.0710164981
237,AQALIO_clean,0.0002051502,0.0010649577,0.002048767,0.0103031007,0.2765762531,0.0204657875,0.0999628713
238,AQALOU_clean,0.000187952,0.000911882,0.0018615343,0.0091305112,0.2508583885,0.0181225314,0.0868581129
239,AQEFOS_clean,0.000561941,0.002838086,0.0056388714,0.027790538,0.6576688544,0.0553937623,0.2585317938
240,AQEFUY_clean,0.0013352788,0.007261644,0.0146928022,0.072558673,1.8093549048,0.1441419296,0.6629593118
241,AQEGUY_clean,0.0071068199,0.0354646877,0.0691656852,0.3271172184,3.1305218291,0.6067047194,1.925943462
242,AQEQES_clean,0.0048423228,0.0246587706,0.0484232281,0.2369142951,4.0050705936,0.462665407,1.8982983998
243,AQEQIW_clean,0.0059512396,0.0286601488,0.0581874531,0.2858091631,4.4843096744,0.5560513448,2.2082422353
244,AQERUL_clean,0.0469696965,0.2195782425,0.3941622385,1.2583022485,3.1949478431,1.7261010284,2.673624517
245,AQETIA_clean,0.0002460913,0.0013181444,0.0026518464,0.013126286,0.3290693853,0.0257448318,0.1237881891
246,AQETUM_clean,0.000811184,0.0044801016,0.0091511694,0.0434710122,0.9846303399,0.0871752397,0.3972249714
247,AQIQAU_clean,0.0034674853,0.0180023533,0.0358269133,0.1805353319,4.095395105,0.3469694883,1.6243051607
248,AQIQIC_clean,0.0055543166,0.0275031546,0.0554347206,0.2594498248,2.5896214445,0.4671123316,1.5851641502
249,AQIXUU_clean,0.0080207675,0.0390563304,0.0737531079,0.3387838096,1.688995258,0.5723956214,1.3450624699
250,AQIXUV_clean,0.0016961237,0.008404154,0.0165566701,0.0825595176,1.8823247478,0.1638664062,0.728330822
251,AQMAND01_clean,8.30617e-05,0.0004106291,0.0008306173,0.0041413875,0.1149714671,0.0077586671,0.0409564501
252,AQMAND_clean,7.23673e-05,0.0003343052,0.0006756899,0.0031755065,0.0922902728,0.0063439337,0.0310730827
253,AQODOA_clean,0.000577557,0.0031521991,0.0062133312,0.0296958567,0.5341427795,0.0582006519,0.2506645368
254,AQOLEZ_clean,0.0045636533,0.0231385588,0.0460323082,0.2284274752,4.3590519083,0.4468769315,1.8475614868
255,AQOLID_clean,0.0041497319,0.0203325618,0.0402940094,0.1966160414,3.3024570308,0.3805270432,1.4851176425
256,AQOLOJ_clean,0.0128470125,0.0630368251,0.124521388,0.5596892578,6.3200748775,0.9762350867,3.1202496555
257,AQOLUP_clean,0.0046284034,0.0229683741,0.0450416618,0.2243173567,4.2454303677,0.4436073454,1.8427081503
258,AQOMAW_clean,0.0040001062,0.0200629481,0.0391462229,0.1915098353,3.3106374529,0.3684724729,1.4839566447
259,AQOMEA01_clean,0.0043741409,0.0217921519,0.0432762949,0.2113871812,4.1958202506,0.4146586359,1.7466444914
260,AQOMEA_clean,0.0039917137,0.0208185128,0.0410086046,0.2054791969,4.1772838983,0.398261809,1.7090611946
261,AQOSEG_clean,0.0027367832,0.0137292457,0.0275000437,0.1372282398,3.0212820973,0.2731740257,1.2289384208
262,AQOTIK_clean,0.0057246294,0.0275266926,0.055068428,0.2691127405,3.775138221,0.5199451096,1.9526084223
263,AQUCOF_clean,0.0022727215,0.010946965,0.0216403215,0.1087980054,2.6453126239,0.2175528137,1.0008585997
264,AQUCOG_clean,0.0024657877,0.0122700805,0.0248888493,0.1226579996,3.0554783507,0.2421153801,1.1589014819
265,AQUCUM_clean,0.0025317798,0.0124734077,0.0250038897,0.1249507809,3.1036891817,0.2485594242,1.170319907
266,AQUDAS_clean,0.0022852625,0.0111044251,0.0219315531,0.1086712012,2.6417509586,0.2142837735,0.9918680425
267,AQUDAT_clean,0.0024513132,0.0120560818,0.0241462886,0.1158728947,1.3109378687,0.2262616159,0.7862402399
268,AQUDEX_clean,0.0025494227,0.0127513789,0.0254913828,0.1252672257,1.3349263291,0.2357668532,0.8194865313
269,AQUDIB_clean,0.0024862988,0.0120533766,0.0243412928,0.1194716491,3.0092660116,0.2420779251,1.1320828082
270,AQUDOH_clean,0.0025949227,0.0121385506,0.024119273,0.1195967865,1.3098444465,0.2264166003,0.7806963475
271,AQUKII_clean,0.0038869844,0.0194235563,0.0375139452,0.1733651848,1.5270472643,0.3149821179,0.9367541364
272,ARADEE_clean,0.0041399076,0.0205102713,0.0409570545,0.2032759312,4.1602154172,0.3996376418,1.7871667216
273,ARAFEF_clean,0.0034979451,0.0179109144,0.0351116629,0.17457617,4.3212654455,0.3482929637,1.628064913
274,ARAFIJ_clean,0.0038473619,0.0189723859,0.0381393119,0.1894972102,4.1777741463,0.3761820876,1.6963126175
275,ARAFOP_clean,0.0042530631,0.0204607124,0.0412625312,0.1979096549,2.8196652251,0.379809978,1.4467633202
276,ARAGOR_clean,0.0045312361,0.0223722451,0.0449451223,0.2181246964,3.3688637722,0.4176234545,1.662077827
277,ARAHIM01_clean,2.29966e-05,0.0001379797,0.0002578907,0.0012697422,0.0372068953,0.0025904055,0.0121422176
278,ARAHIM02_clean,3.80501e-05,0.0002316092,0.0004020074,0.0021523114,0.0603358557,0.0041226441,0.0195511267
279,ARAHIM_clean,2.79245e-05,0.0001971139,0.0003975131,0.0021058337,0.0572287419,0.003837151,0.0197081069
280,ARIDIQ_clean,0.0026953347,0.0131089033,0.026385648,0.1285393255,2.9669661515,0.2608797641,1.1761458125
281,ARINOF_clean,0.003908272,0.0194437966,0.0388789846,0.1855066173,2.3112550594,0.3526125048,1.2791355241
282,ARINUL_clean,0.0034453984,0.0177346892,0.0357051465,0.1701002728,2.2815046234,0.3312688349,1.2320076366
283,AROFAP_clean,0.0073519687,0.0374539887,0.0752811737,0.3559895386,4.0279682372,0.6699497009,2.2824192985
284,AROFET_clean,0.0034856542,0.0174431988,0.03525213,0.1746484418,3.8435072186,0.3437984569,1.5270424583
285,ARUCOH01_clean,0.0080278218,0.0394106523,0.0781964434,0.3603837519,2.5820546526,0.6311393895,1.7878972034
286,ARUCUN_clean,0.0093507853,0.0475516098,0.0911851863,0.4218161671,2.7881792329,0.7408499453,2.0115391093
287,ARUDAU_clean,0.0094182364,0.0470471923,0.0923743798,0.4175990025,2.7583760793,0.7401915632,2.0012484066
288,ARUJED_clean,0.0020398916,0.0102347926,0.0201692414,0.0996094973,1.472485089,0.184605434,0.7415991286
289,ARUYES_clean,0.0056355364,0.0283352708,0.0568239465,0.2720816353,3.261325799,0.5092064885,1.8363313904
290,ARUYOB_clean,0.0061382448,0.0299223036,0.0595973821,0.2845035588,2.9622777791,0.5220999487,1.8152191433
291,ARUYUH01_clean,0.0074389513,0.0369979854,0.0732209959,0.3482008404,3.6156643195,0.6564036951,2.2522625754
292,ARUYUH_clean,0.0061362266,0.0300625659,0.0606024276,0.2938738927,3.2640719551,0.5445843101,1.9596177443
293,ASACON_clean,0.0038839244,0.0195560841,0.0385558222,0.181858198,1.8714295942,0.3363202957,1.0953322796
294,ASADAA_clean,0.0027981004,0.0149258807,0.0291831745,0.1401975258,2.1839374374,0.2718593187,1.0855070515
295,ASAHEJ_clean,0.0007053825,0.0035035877,0.0069283526,0.0349224684,0.867882739,0.0690486669,0.3219785796
296,ASAJOU_clean,0.0072189421,0.0367907577,0.0718408612,0.3319083179,2.9467901837,0.5910373444,1.8809811103
297,ASALAH_clean,0.0050382849,0.0251891458,0.0477212857,0.2429884374,2.9827330303,0.4590581685,1.6837373936
298,ASALIP_clean,0.0010605129,0.0056363044,0.0106220704,0.0546130279,1.2968192719,0.1118502323,0.504334888
299,ASALOV_clean,0.0051970824,0.0254079583,0.0509051168,0.2343694801,1.8611908492,0.4315503225,1.2389274776
300,ASAMUE_clean,0.0009091035,0.0045633641,0.0088006192,0.0451312279,0.8043537715,0.0871884855,0.3545606308
301,ASANAL_clean,0.0051242061,0.0260344119,0.0520645177,0.2488964699,2.777715866,0.4606467516,1.6024533595
302,ASECUY_clean,0.0020539031,0.0102243102,0.0203169347,0.0995671315,1.8217767103,0.1956288694,0.830962041
303,ASEJOZ01_clean,0.0014400923,0.0071752729,0.014563346,0.0702622598,1.102706818,0.1377372722,0.5344062673
304,ASEJOZ_clean,0.0014279323,0.0072855816,0.0145008088,0.0695504651,1.1150301169,0.1355949395,0.5434207413
305,ASEKAM_clean,0.0041126032,0.0201346419,0.0404818764,0.1961889234,2.674582425,0.3635003355,1.3962686421
306,ASINAT_clean,0.003781181,0.0186772043,0.0379071014,0.1867015273,4.1341991786,0.3647981998,1.6130357878
307,ASINEX_clean,0.0034286011,0.0167218154,0.0339753593,0.1682358709,4.1758207567,0.3359533541,1.5567754744
308,ASINIB_clean,0.003442238,0.0167828226,0.0334642904,0.1650075033,4.1208656614,0.3325393145,1.5285410833
309,ASIQEA_clean,0.0028306789,0.0142100447,0.028275723,0.1437725395,3.4057891744,0.2860447643,1.3201270412
310,ASIQIE_clean,0.0028891565,0.0145243615,0.0294379643,0.1462340788,3.42916923,0.290406824,1.3223692897
311,ASIRUR_clean,0.0002079384,0.0008525474,0.0016884597,0.0087181635,0.2480219771,0.0168513269,0.0823671677
312,ASIVAB_clean,0.003240494,0.0157400177,0.0319990467,0.1590270779,4.3499906037,0.3135993082,1.5250550048
313,ASIVEF_clean,0.0033923387,0.0168908969,0.0336991976,0.1666700251,4.4230550894,0.3340421167,1.5729065103
314,ASOHUL_clean,0.0026594059,0.013640238,0.0267647457,0.1325389916,2.8102248894,0.2614917311,1.1606737641
315,ASOSUY_clean,0.0047433533,0.023476442,0.0458836437,0.2253795456,4.3956302599,0.4421074104,1.8513334367
316,ASOVEL_clean,0.0032761919,0.0173977828,0.0341613946,0.1708822135,2.6056732156,0.3271526971,1.2953555397
317,ASOYOY_clean,0.0038309078,0.0187415072,0.0370699826,0.1857660155,3.9050723129,0.3693194707,1.5901844852
318,ASUBIB_clean,0.0047805522,0.0242502865,0.0482062573,0.2350967507,3.0618031992,0.4479352501,1.6348790264
319,ASUJIJ_clean,0.0061764837,0.0307398158,0.0597268055,0.2891197469,2.752345421,0.517781849,1.6610908739
320,ASUKEE01_clean,0.0050299995,0.0250044097,0.0489096956,0.2406097327,2.7270991749,0.4398331276,1.5466953463
321,ASUKEE_clean,0.0052096892,0.0247814371,0.0477620425,0.2325420594,2.73405592,0.4485133198,1.538918849
322,ASUWUI_clean,0.0033861479,0.017322133,0.0335629916,0.1700565762,2.6726629904,0.323773457,1.2697362654
323,ATAFIK_clean,0.0044695294,0.0223107311,0.0441114792,0.2167550833,4.075590044,0.4280890335,1.8478940306
324,ATAYAX_clean,0.0051114282,0.0251983476,0.0496901479,0.2439851396,5.1712915569,0.4883897917,2.1314931721
325,ATAYEB_clean,0.0045597052,0.0230386046,0.0463979114,0.2277630956,4.9331889095,0.4532830672,2.0045108879
326,ATEJOA_clean,0.0438435304,0.2069017825,0.3705109181,1.0619707888,2.7322289992,1.4248911455,2.2915078571
327,ATEXII_clean,0.003551326,0.0178655209,0.036203727,0.168054439,2.0320291485,0.3234812536,1.1195338715
328,ATEYED_clean,0.0038903743,0.018378128,0.03773274,0.1872320422,5.2592141203,0.375915194,1.8079969741
329,ATEYOP_clean,0.0043855726,0.0230531087,0.0455147422,0.2249084658,4.9670559149,0.4445820149,1.9761440737
330,ATEYUV_clean,0.0048121014,0.024363043,0.0479305943,0.2370742973,5.0527278236,0.4705217223,2.0776141009
331,ATEZAC_clean,0.0034316976,0.0181227666,0.0362313526,0.1801924843,4.407196618,0.35468438,1.6404577991
332,ATEZEG_clean,0.0048024339,0.0237866409,0.0471288576,0.2364369548,5.1615153358,0.4624365757,2.0666451788
333,ATEZIK_clean,0.0042421678,0.0205627758,0.0416777278,0.2062592888,4.8382138309,0.4112191451,1.8521079636
334,ATIBAG_clean,0.0017372328,0.0084131249,0.0168917153,0.0825648651,1.343117304,0.1607626972,0.6598419106
335,ATIBIO_clean,0.0010247048,0.0048247761,0.0095673965,0.0473022239,0.889718579,0.0935259685,0.3937480319
336,ATIBOU01_clean,0.0016909279,0.008601538,0.017397876,0.0830949766,1.3605646784,0.165302176,0.6607903631
337,ATIBOU02_clean,0.0016797509,0.0086638101,0.0172637514,0.0826255405,1.3647911998,0.1589647889,0.6564424908
338,ATIBOU_clean,0.0017005083,0.0087165019,0.017357958,0.0832594389,1.347971337,0.1630476055,0.6665050289
339,ATIBUA_clean,0.001644623,0.0086606167,0.0167719612,0.0816659109,1.3312185364,0.1631865202,0.6505090742
340,ATICAH_clean,0.0016478164,0.0080714265,0.016463794,0.0808547765,1.3315298971,0.1570407397,0.6425079035
341,ATICEL_clean,0.0015887378,0.0080059609,0.015919312,0.0789179535,1.3133097096,0.1537530904,0.6298267424
342,ATIJUJ_manual,0.0010781053,0.005401254,0.0108561451,0.0548403388,1.521024232,0.1090799423,0.5371699955
343,ATIRUS_clean,0.0004412373,0.0022554617,0.0043138225,0.0214733618,0.4515918138,0.0437827226,0.1928979709
344,ATIXAE_clean,0.0035367795,0.0172915034,0.0341042858,0.1719863673,3.3003593983,0.3320674953,1.4157686504
345,ATIXUX_clean,0.0060882688,0.0302545645,0.0596858043,0.2807185772,3.1888789111,0.5268657391,1.8245590574
346,ATOGEV_clean,0.0051281539,0.0258163496,0.0520847678,0.2503895294,2.9130598128,0.4707972193,1.645772104
347,ATOWIQ_clean,0.0034399754,0.0172663501,0.0348650649,0.1711529027,4.1141939848,0.3367087825,1.5857389304
348,ATOWOW_clean,0.0034324972,0.0166813881,0.0333727471,0.1647698372,4.0746633494,0.3311923582,1.5054977646
349,ATULIM_clean,0.0063502038,0.0313180507,0.0612419431,0.2678645867,1.4486416926,0.4593318917,1.062653212
350,ATUXIY_clean,0.0054632079,0.026861424,0.0530491828,0.2611091746,3.3986281561,0.4861768236,1.8764524002
351,ATUXOE_clean,0.0030419354,0.0148966307,0.0293724454,0.1417765115,1.6141232617,0.2679404919,0.8999150719
352,ATUXUK_clean,0.0029184439,0.0146783543,0.0290995713,0.1423792763,1.5896627264,0.2696305249,0.916805599
353,ATUYAR_clean,0.0033190086,0.0167897479,0.0328703058,0.159842371,1.9942625501,0.3042540599,1.0957589552
354,ATUZEW_clean,0.007414675,0.0368769351,0.0734406785,0.341501286,5.1093689449,0.6468502403,2.3738375662
355,AVAGIP_clean,0.001875676,0.0095946571,0.0185251718,0.0918487932,1.4899834538,0.1814065822,0.729628409
356,AVAGOV_clean,0.0021474577,0.0104214857,0.0212276765,0.100947736,1.5440450307,0.1971947982,0.7868480119
357,AVAGUB_clean,0.0017962469,0.0091841137,0.0178906957,0.0872342474,1.69895099,0.1746340519,0.739869026
358,AVAJUE_clean,0.0042894615,0.0215659619,0.0441192164,0.2164566175,6.4295648054,0.4358683963,2.1350682909
359,AVAKAL_clean,0.0041014058,0.0190831786,0.0392051412,0.191575054,5.5716881674,0.3829441422,1.929514428
360,AVAKEP_clean,0.0039648668,0.0187318947,0.0376242176,0.1920859546,5.4107368169,0.3803292733,1.9001872345
361,AVALEO_clean,4.84084e-05,0.0001521407,0.0002627884,0.0016366646,0.043390053,0.0032641085,0.015824933
362,AVAQIX01_clean,0.0101255932,0.0497531311,0.0981888981,0.4522516677,3.7949213149,0.8083518241,2.4398765483
363,AVAQIX_clean,0.0096450912,0.0474543162,0.0938468545,0.4356736195,3.7961364445,0.779026599,2.4187622109
364,AVEHAM_clean,0.00337413,0.0173567943,0.0338029104,0.1599000692,1.8902280621,0.3034425872,1.0482637365
365,AVELOD_clean,0.0028197552,0.0136449863,0.0279158894,0.1385112158,3.1721953888,0.2748233772,1.2525200285
366,AVELUJ_clean,0.0028985258,0.014498981,0.0289175061,0.1422352572,3.2648071894,0.288636219,1.3051327152
367,AVEMAQ_clean,0.0026222237,0.013386362,0.0265419429,0.1324429402,2.9960213202,0.2612082037,1.1906938761
368,AVEQID_clean,0.0043084282,0.0218124889,0.044074288,0.2204932869,5.2119302035,0.4349913284,2.0117637372
369,AVESAW_clean,0.0021223678,0.0109147559,0.0217330849,0.1002626403,0.9737343442,0.1935240967,0.5987989391
370,AVESOL_clean,0.0089009883,0.0449750325,0.0892105759,0.4419865943,6.773380915,0.8281354428,3.4281063602
371,AVESUR_clean,0.0050720465,0.0251737028,0.0506225365,0.2457028006,4.5011684252,0.4829060762,2.0654793878
372,AVETAY_clean,0.0094139683,0.0470202758,0.0940653346,0.4510738863,5.9251460061,0.8674269049,3.1798112092
373,AVETEC_clean,0.0082445716,0.0408616341,0.0816943703,0.3987072503,5.3949147371,0.7639189419,2.8758210023
374,AVETOM_clean,0.0036480595,0.0176617684,0.0350841454,0.1496888071,0.9141175409,0.2568537148,0.6366242942
375,AVEVEE_clean,0.0038115475,0.0196635131,0.0387262569,0.1870361724,2.4268610057,0.3600710824,1.3011678533
376,AVIHIY_clean,0.003583775,0.0185068381,0.0359702751,0.1771038148,2.9052376092,0.3432472509,1.3900362002
377,AVIHOE_clean,0.0036619584,0.0186828207,0.0372677675,0.1802928204,2.8757896878,0.3555017418,1.403595608
378,AVILEY_clean,0.0018519828,0.008944107,0.0183574131,0.0912366587,2.455587096,0.1814153638,0.8727711498
379,AVIMIC_clean,0.0020381152,0.0102757892,0.0202410752,0.0954855795,1.0174280327,0.1802821438,0.6027381296
380,AVIMOI_clean,0.007710052,0.0378230287,0.075456954,0.3448336804,3.0840172947,0.6255367708,1.918576108
381,AVIMUO_clean,0.0041420196,0.0201092001,0.040354968,0.1880184503,2.3728165249,0.3599781394,1.2485602473
382,AVIPAX_clean,0.0059884356,0.0295095442,0.0571736726,0.2813611484,4.4273555632,0.5440897071,2.1095938819
383,AVIPOL_clean,0.0053217639,0.026238514,0.0536631049,0.2576866625,4.5260125959,0.5066528185,2.1168631094
384,AVITUU_clean,0.0047249604,0.0236350811,0.0470457351,0.2327548381,5.0617722878,0.4603992496,2.0497333881
385,AVIVAC_clean,0.0042142843,0.0211307554,0.0426909025,0.2075835572,4.632489905,0.4149531992,1.8792319504
386,AVIVEG_clean,0.0042658113,0.0215023744,0.0431686984,0.2097757969,4.7249949279,0.4177668858,1.8783559914
387,AVIVIK_clean,0.0043391982,0.021346232,0.043196804,0.2100100106,4.6199938261,0.4144472977,1.8643172252
388,AVIVOQ_clean,0.0043454439,0.0220504343,0.0436183886,0.2169349275,4.7024198549,0.4274258567,1.8819784958
389,AVIVUW_clean,0.0041830558,0.0213384249,0.0418930147,0.2065779999,4.5912370743,0.4090088568,1.831349312
390,AVUBUP_clean,0.001130269,0.0058788665,0.0120747955,0.0545596978,0.9517407837,0.1071715165,0.4471402757
391,AVUCEA_clean,0.0051603701,0.0253267938,0.050079343,0.2444141311,4.7634496932,0.4797447579,2.0801746903
392,AVUDAX_clean,0.003175813,0.0157605015,0.0319260955,0.1578195586,2.9694839886,0.3067849504,1.3190054867
393,AVUHIJ_clean,0.0013234913,0.0062872187,0.0125071197,0.0621113698,1.0949172277,0.1248006557,0.5117808706
394,AVUJIL_clean,2.72231e-05,0.0001685736,0.0003088771,0.0018522156,0.0505616125,0.0034405769,0.0172259194
395,AVUPIR_SL,0.0003873389,0.0017987574,0.0035041633,0.0185950552,0.5049924318,0.0362607756,0.1748222209
396,AWAGEL_clean,0.0022302754,0.01172054,0.0230883396,0.1142640227,2.7238675589,0.2297802038,1.0486946175
397,AWAGOV_clean,0.0032448758,0.0169821112,0.034887764,0.1636478248,2.1914696877,0.2985294687,1.1108538258
398,AWAHAI_clean,0.0004986206,0.0025951799,0.005181632,0.0256565727,0.6170464174,0.0511218937,0.2308932167
399,AWAHEM_clean,0.0009581842,0.004814483,0.00969867,0.0476421762,1.1268570429,0.0947227935,0.4306507936
400,AWAJIT_clean,0.0079139282,0.0378532405,0.0764994143,0.306009008,1.872134945,0.515238806,1.26040232
401,AWAKEQ_clean,0.0020498123,0.0102569075,0.0203863148,0.0982948734,1.3409695339,0.1883846131,0.710002009
402,AWAREV_clean,0.0031878771,0.0163132493,0.03177966,0.1515590313,1.3900286021,0.2851399912,0.8654540711
403,AWARIZ_clean,0.003276952,0.0160623342,0.0325926251,0.1522691212,1.3968773314,0.2822921041,0.8746162383
404,AWASAU_clean,0.0014762929,0.0074996666,0.0146201021,0.0713890447,1.1204669404,0.1395755557,0.5439086746
405,AWASEY_clean,0.0011245528,0.0057377391,0.0115526534,0.0563772638,1.5278230616,0.1118457504,0.5449497667
406,AWASOI_clean,0.0014594656,0.0071068914,0.0142983301,0.0701208364,1.0873174535,0.1346410353,0.5334666827
407,AWAWUR_clean,0.0040197191,0.0203247524,0.0393692255,0.1933694411,3.4788202399,0.3687766412,1.4784503679
408,AWEGEP_clean,0.001045794,0.0049961103,0.0100135513,0.0491635743,1.0791622019,0.0970710109,0.431106492
409,AWEJIW_clean,0.0038697975,0.019470335,0.0390916143,0.1812974244,2.6922825131,0.3500487137,1.2856962031
410,AWEVIJ_clean,0.0044583825,0.02415971,0.0464051064,0.2255955856,3.6467243029,0.4282587688,1.635111781
411,AWEWOP_clean,0.0043291496,0.021731108,0.0441374511,0.2144942021,3.9306461618,0.4213888228,1.7937661949
412,AWEZOS01_clean,0.0011561155,0.0055804951,0.0103019897,0.0532429934,0.4676077332,0.0888855008,0.2668430456
413,AWEZOS_clean,0.0011275323,0.0057865951,0.0114618662,0.0485192423,0.4690045494,0.0921078814,0.2673981615
414,AWIBAK_clean,0.0010801444,0.0053623601,0.0112407224,0.0495655382,0.4679183875,0.084956062,0.2676268272
415,AWIBAL_clean,0.0056278537,0.0279413469,0.0556274037,0.2658974408,2.6594018034,0.4859402084,1.6206999467
416,AWIBEO_clean,0.0007386403,0.0035024659,0.0071006678,0.032279244,0.4551880064,0.067338515,0.2349038174
417,AWIBIS_clean,0.0008351128,0.0042101761,0.0075543093,0.0372310061,0.4643757197,0.0711318711,0.2488370921
418,AWOFOI_clean,0.0044012022,0.0220086775,0.0443413453,0.2183174942,3.8749178626,0.428036578,1.8011929919
